player_id,long_name,short_name,overall,club_name,player_positions,club_position,nationality_name
215223,Walter Daniel Benítez,W. Benítez,79,Crystal Palace,GK,SUB,Argentina
164835,Łukasz Marek Fabiański,Ł. Fabiański,75,West Ham United,GK,RES,Poland
271756,Matai Akinmboni,M. Akinmboni,55,AFC Bournemouth,CB,RES,United States
265628,Dmytro RiznykРізник Дмитро Григорович,D. Riznyk,74,Shakhtar Donetsk,GK,GK,Ukraine
193331,Karl Darlow,K. Darlow,72,Leeds United,GK,SUB,Wales
188836,Jason Sean Steele,J. Steele,73,Brighton & Hove Albion,GK,SUB,England
206075,Samuel Luke Johnstone,S. Johnstone,76,Wolverhampton Wanderers,GK,SUB,England
258498,Bart Verbruggen,B. Verbruggen,78,Brighton & Hove Albion,GK,GK,Netherlands
258485,Filip Jørgensen,F. Jörgensen,77,Chelsea,GK,SUB,Denmark
216325,Angus Fraser James Gunn,A. Gunn,72,Nottingham Forest,GK,SUB,Scotland
194150,Simon William Moore,S. Moore,66,Sunderland,GK,RES,England
198350,Daniel Ian Bentley,D. Bentley,71,Wolverhampton Wanderers,GK,SUB,England
242656,Illan Stéphane Meslier,I. Meslier,72,Leeds United,GK,RES,France
163264,Thomas David Heaton,T. Heaton,67,Manchester United,GK,SUB,England
222514,Frederick John Woodman,F. Woodman,71,Liverpool,GK,RES,England
246417,Anthony Patterson,A. Patterson,73,Sunderland,GK,SUB,England
232284,Mark Travers,M. Travers,72,Everton,GK,SUB,Republic of Ireland
200726,Benjamin Lecomte,B. Lecomte,74,Fulham FC,GK,SUB,France
243647,Altay Bayındır,A. Bayındır,75,Manchester United,GK,GK,Türkiye
262621,Giorgi Mamardashviliგიორგი მამარდაშვილი,G. Mamardashvili,84,Liverpool,GK,SUB,Georgia
248158,Gabriel Paweł Słonina,G. Slonina,68,Chelsea,GK,SUB,United States
225650,Thomas Lloyd King,T. King,64,Everton,GK,RES,Wales
203824,Remi Luke Matthews,R. Matthews,63,Crystal Palace,GK,SUB,England
204246,Marcus Bettinelli,M. Bettinelli,70,Manchester City,GK,SUB,England
254803,Senne Lammens,S. Lammens,78,Manchester United,GK,SUB,Belgium
203215,Alexander Thomas Cairns,A. Cairns,63,Leeds United,GK,RES,England
73580,Antonín Kinský,A. Kinský,75,Tottenham Hotspur,GK,SUB,Czechia
236663,Ellery Ronald Balcombe,E. Balcombe,63,Brentford,GK,RES,England
264133,Hákon Rafn Valdimarsson,H. Valdimarsson,68,Brentford,GK,SUB,Iceland
252789,Ruslan NeshcheretНещерет Руслан Олексійович,R. Neshcheret,70,Dynamo Kyiv,GK,GK,Ukraine
163600,John Thomas Gordon Ruddy,J. Ruddy,68,Newcastle United,GK,RES,England
72917,Kiril FesyunФесюн Кіріл Вадимович,K. Fesiun,69,Shakhtar Donetsk,GK,SUB,Ukraine
198039,Mark Joseph Gillespie,M. Gillespie,62,Newcastle United,GK,RES,England
71331,Denys TvardovskyiТвардовський Денис Дмитрович,D. Tvardovskyi,61,Shakhtar Donetsk,GK,RES,Ukraine
236568,Brandon Anthony Austin,B. Austin,67,Tottenham Hotspur,GK,RES,England
269096,Max Weiß,M. Weiß,68,Burnley,GK,SUB,Germany
243588,Thomas Peter Wayne McGill,T. McGill,62,Brighton & Hove Albion,GK,RES,Canada
263798,Robin Roefs,R. Roefs,74,Sunderland,GK,GK,Netherlands
79922,Ármin Pécsi,Á. Pécsi,64,Liverpool,GK,RES,Hungary
243048,William Jonathan Dennis,W. Dennis,67,AFC Bournemouth,GK,SUB,England
80381,Vyacheslav Surkis,V. Surkis,54,Dynamo Kyiv,GK,RES,Ukraine
234724,John Victor Maciel Furtado,John Victor,71,Nottingham Forest,GK,RES,Brazil
256488,Matthew Aidan Cox,M. Cox,65,Brentford,GK,RES,England
271546,Valentyn MorgunМоргун Валентин Олегович,V. Morgun,60,Dynamo Kyiv,GK,RES,Ukraine
268631,Harry Alfred Tyrer,H. Tyrer,64,Everton,GK,SUB,England
257138,Blondy Rudolph Nna Noukeu,B. Nna Noukeu,57,Sunderland,GK,RES,Cameroon
73253,Julian Eyestone,J. Eyestone,58,Brentford,GK,RES,United States
274730,Denys IgnatenkoІгнатенко Денис Володимирович,D. Ignatenko,60,Dynamo Kyiv,GK,SUB,Ukraine
72026,Callan McKenna,C. McKenna,57,AFC Bournemouth,GK,RES,Scotland
